id_del_proceso,entidad,departamento_entidad,ciudad_entidad,ordenentidad,modalidad_de_contratacion,tipo_de_contrato,codigo_principal_de_categoria,fecha_de_publicacion,fecha_adjudicacion,duracion,unidad_de_duracion,precio_base,valor_total_adjudicacion,adjudicado,estado_del_procedimiento,proveedores_invitados,conteo_de_respuestas_a_ofertas,departamento_proveedor,ciudad_proveedor,nombre_del_proveedor
CO1.REQ.7151417,INSTITUTO CEJEÑO DE LA RECREACION Y EL DEPORTE - INCERDE-,Antioquia,La Ceja,Territorial,Mínima cuantía,Prestación de servicios,V1.78111800,,2024-11-15T00:00:00.000,46,día(s),36400000,36400000,Si,Seleccionado,0,0,Antioquia,La Ceja,SERVIPTRANS
CO1.REQ.7101986,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,Antioquia,Medellín,Territorial,Contratación régimen especial,Suministros,V1.40141607,,,0,día(s),43500,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10533673,E.S.E. HOSPITAL RAFAEL PABA MANJARREZ DE SAN SEBASTIAN MAGDALENA,Magdalena,San Sebastián De Buenavista,Territorial,Contratación régimen especial,Prestación de servicios,V1.93151507,,,1,Mes(es),2000000,0,No,Publicado,0,0,Magdalena,San Sebastián De Buenavista,MIGUEL DE JESUS GALLO CAÑAS
CO1.REQ.9805521,SENA REGIONAL CALDAS CENTRO DE AUTOMATIZACION INDUSTRIAL,Caldas,Manizales,Nacional,Contratación directa,Prestación de servicios,V1.86101710,,,299,día(s),47217053,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3165191,MUNICIPIO DE ARMENIA QUINDIO,Quindío,Armenia,Territorial,Contratación directa,Prestación de servicios,V1.80111607,,,3,Mes(es),9900000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.874561,DEFENSA CIVIL COLOMBIANA,Distrito Capital de Bogotá,Bogotá,Nacional,Selección Abreviada de Menor Cuantía,Prestación de servicios,V1.90101600,,,7,Mes(es),112448000,0,No,Cancelado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5061252,ESAP SEDE CENTRAL (Cuenta Oficial),Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.93151500,,,105,día(s),22715000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7826937,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Santander,Bucaramanga,Territorial,Contratación régimen especial,Compraventa,V1.12161500,,,26,día(s),1700640,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.1490525,Gobernación Norte de Santander*,Norte de Santander,Cúcuta,Territorial,Contratación directa,Otro,V1.83101500,,,4,Año(s),33862195600,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.899904,ESTABLECIMIENTO CARCELARIO PURIFICACION,No Definido,No Definido,Nacional,Mínima cuantía,Suministros,V1.42172001,,,6,Mes(es),800000,0,No,Abierto,0,0,No Definido,No Definido,No Definido
CO1.REQ.689907,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80161500,,,360,día(s),72119988,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1551224,"SECRETARIA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA",Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.93141500,,,3,Mes(es),7377000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5539784,ESE HOSPITAL SAN ONOFRE,Sucre,San Onofre,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,168,día(s),12000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1803916,MINISTERIO DE COMERCIO INDUSTRIA Y TURISMO - MINCIT,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80101504,,,321,día(s),53277257,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3542690,MUNICIPIO DE PEREIRA- OFICIAL,Risaralda,Pereira,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,2,Mes(es),7980000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.504698,IDRD - ENTIDAD OFICIAL.,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación directa,Prestación de servicios,V1.80111620,,,5,Mes(es),40000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6164386,HMI,Atlántico,Soledad,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,1,Mes(es),1650000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6444573,CENTRAL ADMINISTRATIVA Y CONTABLE REGIONAL YOPAL,Casanare,Yopal,Nacional,Solicitud de información a los Proveedores,No Especificado,V1.26111703,,,1,Mes(es),0,0,No,Evaluación,83,0,No Definido,No Definido,No Definido
CO1.REQ.5755973,INSTITUCION EDUCATIVA BAUDILIO MONTOYA,No Definido,No Definido,Territorial,Contratación régimen especial,Compraventa,V1.48101800,,,2,día(s),2755918,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10203697,INSTITUCION  ETNOEDUCATIVO RURAL BILINGUE INGA ATUN ÑAMBI,Putumayo,Villagarzón,Territorial,Contratación régimen especial,Suministros,V1.50111513,,,140,día(s),16570000,0,No,Publicado,0,0,Putumayo,Villagarzón,CRISTIAN CAMILO CAÑARES VILLOTA
CO1.REQ.1912840,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS**,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111701,,,3,Mes(es),21937509,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2565457,INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO - IDIGER,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,6,Mes(es),21726000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3779879,ESE HOSPITAL SAN RAFAEL DE FUSAGASUGÁ,Cundinamarca,Fusagasugá,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,9,Mes(es),37080000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5422021,LA CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - AGROSAVIA,Cundinamarca,Mosquera,Nacional,Contratación régimen especial,Prestación de servicios,V1.78101500,,,15,día(s),440000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1806977,MUNICIPIO DE NEIVA,Huila,Neiva,Territorial,Contratación directa,Prestación de servicios,V1.80111607,,,7,Mes(es),18200000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9290230,GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,"San Andrés, Providencia y Santa Catalina",San Andrés,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,29,día(s),3193380,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6104461,(Secretaría Distrital de Integración Social),Distrito Capital de Bogotá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111500,,,8,Mes(es),20000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4473812,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,No Definido,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.42295134,,,30,día(s),4000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6363109,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,Antioquia,Medellín,Territorial,Contratación régimen especial,Suministros,V1.41113645,,,0,día(s),65230000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2288407,GOBERNACION DEL CASANARE,Casanare,Yopal,Territorial,Selección Abreviada de Menor Cuantía,Prestación de servicios,V1.78111800,2021-09-06T00:00:00.000,,1,Año(s),190208088,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.2604471,MINISTERIO DE MINAS Y ENERGIA,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.81111509,,,12,Mes(es),95680000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1411347,ALCALDÍA DE POPAYÁN,Cauca,Popayán,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,0,día(s),17400000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1829910,DISTRITO ESPECIAL DE CIENCIA TECNOLOGIA E INNOVACION DE MEDELLIN,Antioquia,Medellín,Territorial,Contratación directa,Otro,V1.83101500,,,30,Mes(es),0,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5456128,ESE HOSPITAL LOCAL DE SAN JACINTO,Bolívar,San Jacinto,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,2,Mes(es),2966868,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3067734,INDUSTRIA MILITAR,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial,Compraventa,V1.73161504,,,150,día(s),80000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1627569,SECRETARIA DE MOVILIDAD Y TRANSPORTE,Valle del Cauca,Cali,Territorial,Selección abreviada subasta inversa,Suministros,V1.53101502,,2020-12-07T00:00:00.000,31,día(s),150000000,149999801,Si,Seleccionado,0,0,No Definido,No Definido,FERRESOL S.A.S
CO1.REQ.9429293,EMPUGIGANTE S.A. E.S.P.,Huila,Gigante,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111620,,,1,Mes(es),1700000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7998939,ALCALDIA MUNICIPAL DE CHINCHINA,Caldas,Chinchiná,Territorial,Mínima cuantía,Compraventa,V1.43201830,,2025-04-07T00:00:00.000,15,día(s),36507810,31342544,Si,Seleccionado,0,0,Caldas,Manizales,COMPUTAR SAS
CO1.REQ.9399616,HOSPITAL SAN CRISTOBAL DE CIENAGA EMPRESA SOCIAL DEL ESTADO,Magdalena,Ciénaga,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,30,día(s),5000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4062862,ALCALDIA MUNICIPAL DE TURBACO BOLIVAR,Bolívar,Turbaco,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,10,Mes(es),32000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3977122,CONCEJO MUNICIPAL DE MADRID,Cundinamarca,Madrid,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,4,Mes(es),7200000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7863174,HOSPITAL SAN CARLOS E.S.E.,No Definido,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,30,día(s),7200000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8576562,HOSPITAL DEPARTAMENTAL SAN ANTONIO DE ROLDANILLO,No Definido,No Definido,Territorial,Contratación régimen especial,Suministros,V1.25172400,,,6,Mes(es),71000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5092683,ESE HOSPITAL PIO XII DE COLON,Putumayo,Colón,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,30,día(s),1860000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1951239,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,8,Mes(es),18170520,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2740447,CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - BUCARAMANGA,Santander,Bucaramanga,Nacional,Contratación directa,Prestación de servicios,V1.80111620,,,11,Mes(es),31189812,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.7694986,ICBF REGIONAL ANTIOQUIA,Antioquia,Medellín,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,199,día(s),26868125,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5248735,E.S.E. HOSPITAL JOSE MARÍA HERNANDEZ,Putumayo,Mocoa,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,30,día(s),2800000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4789602,ALCALDIA LOCAL DE PUENTE ARANDA-FONDO DE DESARROLLO LOCAL,Distrito Capital de Bogotá,No Definido,Territorial,Solicitud de información a los Proveedores,No,V1.32131000,,,2,Mes(es),0,0,No,Evaluación,1455,0,No Definido,No Definido,No Definido
CO1.REQ.10581731,EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META E.S.E,Meta,Villavicencio,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,2,Mes(es),10000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5745609,(Secretaría Distrital de Integración Social),Distrito Capital de Bogotá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111500,,,0,día(s),25939440,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5160958,EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA,Valle del Cauca,Florida,Territorial,Contratación régimen especial,Prestación de servicios,V1.80161504,,,20,día(s),1623878,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1673022,GOBERNACIÓN DEPARTAMENTO DEL PUTUMAYO,Putumayo,Mocoa,Territorial,Contratación Directa (con ofertas),Obra,V1.72141003,,2020-12-31T00:00:00.000,2,Mes(es),36602261,36602261,Si,Seleccionado,1,0,No Definido,No Definido,JAC AGUA NEGRA II
CO1.REQ.7296589,ESE HOSPITAL SAN VICENTE DE PAUL DE CALDAS,Antioquia,Caldas,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.50112000,,,30,día(s),9179600,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10704861,ESE HNSR,La Guajira,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85121500,,,210,día(s),23800000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.611659,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE EL BORDO,Cauca,Patía,Territorial,Mínima cuantía,Suministros,V1.10121801,,2018-11-15T00:00:00.000,90,día(s),905097,904000,Si,Seleccionado,0,0,No Definido,No Definido,ALMACEN AGROCULTIVO
CO1.REQ.1858843,ARMADA NACIONAL HOSPITAL NAVAL DE CARTAGENA,Bolívar,Cartagena,Nacional,Contratación directa,Prestación de servicios,V1.85121600,,,5,Mes(es),20400000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2095213,UNIDAD PRESTADORA DE SALUD ATLANTICO,Atlántico,Soledad,Territorial,Mínima cuantía,Prestación de servicios,V1.72101511,,2021-08-04T00:00:00.000,12,Mes(es),77000000,77000000,Si,Seleccionado,0,0,Atlántico,Barranquilla,YESID DARIO MEJIA PIÑERES
CO1.REQ.3503797,UNIVERSIDAD NACIONAL DE COLOMBIA,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.80111620,,,156,día(s),13583333,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8141634,HOSPITAL FRANCISCO DE PAULA SANTANDER EMPRESA SOCIAL DEL ESTADO,Cauca,Santander De Quilichao,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111620,,,31,día(s),7000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7183019,ESENTTIA S.A.,Bolívar,Cartagena,Nacional,Contratación régimen especial,Suministros,V1.31401500,,,0,día(s),2698938,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10727412,MUNICIPIO DE ANZA,Antioquia,Anza,Territorial,Contratación directa,Prestación de servicios,V1.78111804,,,8,día(s),2000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6924426,E.S.E. HOSPITAL SAN ANTONIO,Vaupés,Mitú,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,97,día(s),12598583,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7121082,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111501,,,67,día(s),4196000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8116123,SENA REGIONAL NARIÑO CENTRO SUR COLOMBIANO DE LOGISTICA INTERNACIONAL,Nariño,Ipiales,Nacional,Mínima cuantía,Compraventa,V1.60105302,,2025-04-29T00:00:00.000,10,día(s),91236150,12191920,Si,Seleccionado,0,0,Valle del Cauca,No Definido,ALMACENES RÓMULO MONTES SAS
CO1.REQ.8495861,INSTITUCION EDUCATIVA ARNULFO BRICEÑO CONTRERAS,Meta,Villavicencio,Territorial,Contratación régimen especial,Prestación de servicios,V1.72101517,,,15,día(s),19978500,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5558109,MINVIVIENDA,No Definido,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.81101516,,,12,Mes(es),224400000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8568149,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL OCCIDENTE,No Definido,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,2,Mes(es),10000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6272804,PARQUES NACIONALES NATURALES DE COLOMBIA - DIRECCION TERRITORIAL CARIBE,Bolívar,Cartagena,Territorial,Mínima cuantía,Prestación de servicios,V1.78181500,,,205,día(s),40000000,40000000,Si,Abierto,0,0,Distrito Capital de Bogotá,No Definido,EDUARDOÑO S.A.S.
CO1.REQ.8864761,EMPRESA SOCIAL DEL ESTADO HOSPITAL CUMBAL,Nariño,Cumbal,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,60,día(s),7200000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7479876,EMPRESA SOCIAL DEL ESTADO SALUD YOPAL,Casanare,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,229,día(s),33297264,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4504841,UPTC,Boyacá,Tunja,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.55101500,,,8,día(s),2495000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2744349,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85101600,,,88,día(s),5243526,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4101337,GOBERNACION DEL VALLE DEL CAUCA - DADI,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,6,Mes(es),36300000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
