id_del_proceso,entidad,departamento_entidad,ciudad_entidad,ordenentidad,modalidad_de_contratacion,tipo_de_contrato,codigo_principal_de_categoria,fecha_de_publicacion,fecha_adjudicacion,duracion,unidad_de_duracion,precio_base,valor_total_adjudicacion,adjudicado,estado_del_procedimiento,proveedores_invitados,conteo_de_respuestas_a_ofertas,departamento_proveedor,ciudad_proveedor,nombre_del_proveedor
CO1.REQ.10652506,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DEL DEPORTE Y LA RECREACIÓN,Valle del Cauca,Cali,Territorial,Contratación directa,Comodato,V1.90141502,,,125,día(s),413620261,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7705669,CORPOCESAR,Cesar,No Definido,Corporación Autónoma,Contratación directa,Prestación de servicios,V1.80101603,,,10,Mes(es),30542400,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9311706,ALCALDÍA MUNICIPAL CHIMICHAGUA,Cesar,Chimichagua,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.42172200,,,42,día(s),63406248,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7046102,INSTITUCION EDUCATIVA ALVARO ECHEVERRY PEREA,Valle del Cauca,Cali,Territorial,Contratación régimen especial,Compraventa,V1.86121803,,,5,día(s),1200000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5411437,COTECMAR,Bolívar,Cartagena,Nacional,Contratación régimen especial,Suministros,V1.50202301,,,9,día(s),1600000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7009409,GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,"San Andrés, Providencia y Santa Catalina",San Andrés,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,2,Mes(es),8563190,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2209253,DISTRITO ESPECIAL DE CIENCIA TECNOLOGIA E INNOVACION DE MEDELLIN,Antioquia,Medellín,Territorial,Contratación Directa (con ofertas),Otro,V1.80101600,,2021-08-24T00:00:00.000,4,Mes(es),390000000,390000000,Si,Seleccionado,1,0,Distrito Capital de Bogotá,No Definido,UNIVERSIDAD NACIONAL DE COLOMBIA
CO1.REQ.5754361,CORPOCESAR,Cesar,No Definido,Corporación Autónoma,Contratación directa,Prestación de servicios,V1.93151512,,,10,Mes(es),26719200,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7228397,Empresa Autonoma de El Peñol,Antioquia,Peñol,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.90101802,,,1,día(s),1324000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.565864,IDARTES,Distrito Capital de Bogotá,Bogotá,Nacional,Solicitud de información a los Proveedores,No,V1.39111505,,,60,día(s),0,0,No,Evaluación,149,0,No Definido,No Definido,No Definido
CO1.REQ.6760415,ALCALDÍA DE POPAYÁN,Cauca,Popayán,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,0,día(s),15500000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4628203,ALCALDIA MUNICIPIO DE DOSQUEBRADAS,Risaralda,Dosquebradas,Territorial,Contratación directa,Prestación de servicios,V1.72141003,,,132,día(s),11635000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8995738,HMI,Atlántico,Soledad,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,1,Mes(es),1800000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5273753,SENA REGIONAL NORTE DE SANTANDER Grupo de Apoyo Administrativo Mixto,Norte de Santander,Cúcuta,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,32,día(s),4506513,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5450136,DEPARTAMENTO DE ANTIOQUIA//,Antioquia,Medellín,Territorial,Contratación Directa (con ofertas),Otro,V1.85151601,,2023-12-27T00:00:00.000,11,Mes(es),227315790,227315790,Si,Seleccionado,1,0,Antioquia,San Jerónimo,MUNICIPIO DE SAN JERONIMO
CO1.REQ.2223543,AGENCIA NACIONAL DE TIERRAS - ANT,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.93151500,,,144,día(s),29924757,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8411909,SENA GRUPO DE APOYO ADMINISTRATIVO INTERCENTROS CAZUCA,Cundinamarca,Soacha,Nacional,Mínima cuantía,Otro,V1.26131501,,2025-07-02T00:00:00.000,3,Mes(es),94327541,43041700,Si,Seleccionado,0,0,Distrito Capital de Bogotá,No Definido,RIDA
CO1.REQ.836329,CÁRCEL Y PENITENCIARÍA DE MEDIA SEGURIDAD DE LÍBANO,Tolima,Líbano,Nacional,Mínima cuantía,Compraventa,V1.60121518,,,15,día(s),2059914,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1925872,"SECRETARÍA DISTRITAL DE CULTURA, RECREACIÓN Y DEPORTE",Distrito Capital de Bogotá,Bogotá,Territorial,Selección abreviada subasta inversa,Suministros,V1.44103100,,2021-05-14T00:00:00.000,9,Mes(es),73961844,57973262,Si,Seleccionado,0,3,Distrito Capital de Bogotá,Bogotá,GRUPO LOS LAGOS SAS
CO1.REQ.10339070,UNIVERSIDAD NACIONAL DE COLOMBIA,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,107,día(s),22410360,0,No,Publicado,0,0,Distrito Capital de Bogotá,Bogotá,ORJUELA SALAZAR MARIA CAMILA
CO1.REQ.7491467,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,0,día(s),2235472,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4876927,ALCALDIA LOCAL DE ANTONIO NARIÑO,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,5,Mes(es),12750000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5349239,AAPSA ESP**,Cauca,Popayán,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,2,Mes(es),6400000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7732114,COLEGIO MANUELA BELTRAN IED,No Definido,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.81112213,,,1,Año(s),850000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6161185,SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//,Risaralda,Pereira,Nacional,Selección abreviada subasta inversa,Suministros,V1.11162100,,2024-05-27T00:00:00.000,0,día(s),643074984,34650000,Si,Seleccionado,0,14,No Definido,No Definido,Deicy Bravo Jojoa
CO1.REQ.6161185,SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//,Risaralda,Pereira,Nacional,Selección abreviada subasta inversa,Suministros,V1.11162100,,2024-05-27T00:00:00.000,0,día(s),643074984,34650000,Si,Seleccionado,0,14,No Definido,No Definido,Deicy Bravo Jojoa
CO1.REQ.6161185,SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//,Risaralda,Pereira,Nacional,Selección abreviada subasta inversa,Suministros,V1.11162100,,2024-05-27T00:00:00.000,0,día(s),643074984,34650000,Si,Seleccionado,0,14,No Definido,No Definido,Deicy Bravo Jojoa
CO1.REQ.6161185,SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//,Risaralda,Pereira,Nacional,Selección abreviada subasta inversa,Suministros,V1.11162100,,2024-05-27T00:00:00.000,0,día(s),643074984,34650000,Si,Seleccionado,0,14,No Definido,No Definido,Deicy Bravo Jojoa
CO1.REQ.9978340,E.S.E CAMU CORNELIO VALDELAMAR PEÑA,Córdoba,Puerto Escondido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101601,,,92,día(s),24000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3956970,MUNICIPIO DE PEREIRA- OFICIAL,Risaralda,Pereira,Territorial,Contratación directa,Prestación de servicios,V1.80111500,,,210,día(s),21301000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3848378,MUNICIPIO DE SINCELEJO,Sucre,Sincelejo,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,4,Mes(es),12800000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6753664,INSTITUCION EDUCATIVA DEPARTAMENTAL LA PACHA,Magdalena,San Sebastián De Buenavista,Nacional,Contratación régimen especial,Prestación de servicios,V1.81112500,,,178,día(s),10000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4318525,GOBIERNO DEPARTAMENTAL,Tolima,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,360,día(s),64298393,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8485219,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LA CANDELARIA,No Definido,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.93131700,,,3,Mes(es),9000000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.8430476,DIRECCION DE TRANSITO DE BUCARAMANGA,Santander,Bucaramanga,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,5,Mes(es),27500000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10646397,E.S.E. HOSPITAL REGIONAL SUR ORIENTAL,Norte de Santander,Chinácota,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,1,Mes(es),3136000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.433905,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,1,Mes(es),1569344,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6532880,CONCEJO DISTRITAL DE CARTAGENA DE INDIAS,Bolívar,Cartagena,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,3,Mes(es),6000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9599017,CORPORACION AUTONOMA REGIONAL DE RISARALDA,Risaralda,Pereira,Corporación Autónoma,Contratación directa,Prestación de servicios,V1.82101600,,,6,Mes(es),21000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9282986,FONDO FINANCIERO DISTRITAL DE SALUD..,Distrito Capital de Bogotá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111500,,,245,día(s),29428200,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3593123,Instituto Municipal de Cultura y Turismo de Bucaramanga,Santander,Bucaramanga,Territorial,Contratación directa,Otro,V1.93141707,,,35,día(s),30000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5053954,EMPRESA COLOMBIANA DE PETROLEOS,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Otro,V1.43231512,,,23,día(s),0,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4621687,CENTRAL ADMINISTRATIVA Y CONTABLE-CENAC-POPAYAN*,Cauca,Popayán,Nacional,Selección Abreviada de Menor Cuantía,Prestación de servicios,V1.80111618,2023-06-05T00:00:00.000,,7,Mes(es),174858000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.9804745,INSTITUTO DE DEPORTES Y RECREACION DE MEDELLIN,Antioquia,Medellín,Territorial,Contratación directa,Prestación de servicios,V1.86101808,,,141,día(s),21870980,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6596875,INDEPORTES CUNDINAMARCA,Distrito Capital de Bogotá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,136,día(s),18133333,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2770903,CORPORACION AUTONOMA REGIONAL DEL MAGDALENA,Magdalena,Santa Marta,Corporación Autónoma,Contratación directa,Prestación de servicios,V1.77101706,,,6,Mes(es),24000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6134896,ALCALDÍA DE VILLAGARZON,Putumayo,Villagarzón,Territorial,Contratación directa,Prestación de servicios,V1.80111620,,,3,Mes(es),5298000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7440418,ICBF REGIONAL NARIÑO,Nariño,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,230,día(s),31843704,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9548791,INSTITUTO DE TRANSITO Y TRANSPORTE DE CHARALA.,Santander,Charalá,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111601,,,4,Mes(es),8449600,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3861247,DEPARTAMENTO DEL VALLE DEL CAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,4,Mes(es),13200000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6830327,E.S.E. HOSPITAL SANTANDER HERRERA,Magdalena,Pivijay,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,1,Mes(es),1800000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3187902,SISTEMA ESTRATEGICO DE TRANSPORTE PUBLICO DE SANTA MARTA S.A.S.,Magdalena,Santa Marta,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,2,Mes(es),6208000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9479521,ICBF REGIONAL CHOCO,Chocó,No Definido,Nacional,Contratación directa,Arrendamiento de inmuebles,V1.80131502,,,182,día(s),148794889,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9706998,GOBERNACIÓN DE RISARALDA**,Risaralda,Pereira,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,6,Mes(es),22296000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9706998,GOBERNACIÓN DE RISARALDA**,Risaralda,Pereira,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,6,Mes(es),22296000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9706998,GOBERNACIÓN DE RISARALDA**,Risaralda,Pereira,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,6,Mes(es),22296000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9706998,GOBERNACIÓN DE RISARALDA**,Risaralda,Pereira,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,6,Mes(es),22296000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9706998,GOBERNACIÓN DE RISARALDA**,Risaralda,Pereira,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,6,Mes(es),22296000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7308673,BASPC Nº 19 *,Distrito Capital de Bogotá,No Definido,Nacional,Contratación Directa (con ofertas),Otro,V1.50151513,,2024-12-18T00:00:00.000,192,día(s),6253839360,6253839360,Si,Seleccionado,1,0,Distrito Capital de Bogotá,Bogotá,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES
CO1.REQ.5703196,AGENCIA NACIONAL DE TIERRAS - ANT,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,5,Mes(es),34225000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1095966,SENA REGIONAL SANTANDER Grupo de Apoyo Administrativo Mixto,Santander,Bucaramanga,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,330,día(s),366080000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2354405,ALCALDIA DE FLANDES,Tolima,Flandes,Territorial,Contratación directa,Prestación de servicios,V1.85101601,,,86,día(s),4873333,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1672836,ESE HOSPITAL MANUEL URIBE ANGEL,Antioquia,No Definido,Territorial,Contratación régimen especial,Suministros,V1.42311900,,,7,día(s),828000,0,No,Cancelado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10477638,E.S.E HOSPITAL SAN RAFAEL DE ITAGUI,Antioquia,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.42295100,,,30,día(s),2517500,0,No,Cancelado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10652276,MUNICIPIO DE TUTA,Boyacá,Tuta,Territorial,Contratación directa,Arrendamiento de inmuebles,V1.80131500,,,171,día(s),0,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6208489,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE VENECIA,Antioquia,Venecia,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85111500,,,7,Mes(es),15550000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5265234,DEPARTAMENTO DE POLICIA CHOCO,Chocó,No Definido,Nacional,Mínima cuantía,Suministros,V1.15101500,,,0,día(s),70000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7025571,EMPRESA SOCIAL DEL ESTADO BELLOSALUD,Antioquia,Bello,Territorial,Contratación régimen especial,Suministros,V1.51211500,,,30,día(s),32500,0,No,Cancelado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4738241,Oficina de Control Interno - Alcaldía de Tuluá,Valle del Cauca,Tuluá,Territorial,Contratación directa,Prestación de servicios,V1.84111600,,,150,día(s),16500000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1276454,SENA REGIONAL ANTIOQUIA Grupo de Apoyo Administrativo Mixto,Antioquia,Medellín,Nacional,Solicitud de información a los Proveedores,No,V1.73152100,,,30,día(s),0,0,No,Evaluación,286,0,No Definido,No Definido,No Definido
CO1.REQ.3530115,DEPARTAMENTO DE ANTIOQUIA//,Antioquia,Medellín,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,6,Mes(es),125445378,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9465163,MUNICIPIO DE EL CERRITO.,Valle del Cauca,El Cerrito,Territorial,Mínima cuantía,Prestación de servicios,V1.85122201,,2025-12-29T00:00:00.000,0,día(s),31005000,30000000,Si,Seleccionado,0,0,Valle del Cauca,El Cerrito,CENTRO MEDICO SPECIAL CARE IPS SAS
CO1.REQ.9911963,GOBIERNO DEPARTAMENTAL,Tolima,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,180,día(s),21000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2100820,UPRES VALLE,Valle del Cauca,Cali,Nacional,Contratación directa,Prestación de servicios,V1.80161500,,,100,día(s),11092540,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9180627,ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDÍO SAN JUAN DE DIOS,Quindío,Armenia,Nacional,Contratación régimen especial,Prestación de servicios,V1.80111701,,,2,Mes(es),15850598,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3821097,ESE HOSPITAL LOCAL EL RETEN,No Definido,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,28,día(s),1550000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8932607,MUNICIPIO DE OBANDO VALLE,Valle del Cauca,Obando,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,103,día(s),8400000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7908943,EMPRESA SOCIAL DEL ESTADO HOSPITAL ROSARIO PUMAREJO DE LOPEZ,Cesar,Valledupar,Corporación Autónoma,Contratación régimen especial,Prestación de servicios,V1.85121600,,,7,Mes(es),56000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5812172,ICBF REGIONAL HUILA,Huila,No Definido,Nacional,Contratación régimen especial,Otro,V1.93141500,,,315,día(s),1655268628,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2768639,DEPARTAMENTO NACIONAL DE PLANEACIÓN,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.93151515,,,336,día(s),98939100,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6935664,ICBF SEDE NACIONAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial,Otro,V1.80141607,,,3,Mes(es),20109257414,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.6935664,ICBF SEDE NACIONAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial,Otro,V1.80141607,,,3,Mes(es),20109257414,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.6935664,ICBF SEDE NACIONAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial,Otro,V1.80141607,,,3,Mes(es),20109257414,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.6935664,ICBF SEDE NACIONAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial,Otro,V1.80141607,,,3,Mes(es),20109257414,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.6935664,ICBF SEDE NACIONAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial,Otro,V1.80141607,,,3,Mes(es),20109257414,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.6157852,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN MARTIN DE LOBA,Magdalena,Pivijay,Territorial,Contratación régimen especial,Obra,V1.72102900,,,15,día(s),6640000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1386849,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80101604,,,4,Mes(es),24000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3029811,SENA REGIONAL CASANARE Grupo Administrativo Mixto,Casanare,Yopal,Nacional,Mínima cuantía,Suministros,V1.93131608,,,210,día(s),3528000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.141445,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación Directa (con ofertas),Prestación de servicios,V1.80161500,,2017-03-13T00:00:00.000,290,día(s),85000000,85000000,Si,Seleccionado,1,0,No Definido,No Definido,INGRID PAOLA PRIETO CASTELLANOS
CO1.REQ.7534295,UNIVERSIDAD TECNOLÓGICA DE PEREIRA,Risaralda,Pereira,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111701,,,0,día(s),26129573,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9521165,GOBERNACION DE NARIÑO,Nariño,Pasto,Territorial,Contratación directa,Otro,V1.80141601,,,18,día(s),544000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2394703,ICBF REGIONAL CASANARE,Casanare,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,71,día(s),9703333,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6238955,EMPRESA DE SERVICIOS PUBLICOS DE AGUAZUL ESPA SA ESP,Casanare,Aguazul,Territorial,Contratación régimen especial,Prestación de servicios,V1.72101516,,,1,Mes(es),8350000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.9871716,HOSPITAL SAN JUAN DE DIOS ESE  RIONEGRO,Antioquia,Rionegro,Territorial,Contratación régimen especial,Otro,V1.81111800,,,11,Mes(es),143187300,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3861856,HOSPITAL SAN CARLOS ESE SALDAÑA,Tolima,Saldaña,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,75,día(s),3770000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6419494,JEFATURA SALUD FUERZA AEREA,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Compraventa,V1.42181602,,2024-08-09T00:00:00.000,110,día(s),1045522001,50222700,Si,Seleccionado,0,18,Distrito Capital de Bogotá,No Definido,M&D MEDICAL DEVICES S.A.S
CO1.REQ.8796210,SENA REGIONAL BOLIVAR Grupo de Apoyo Administrativo Mixto,Bolívar,Cartagena,Nacional,Mínima cuantía,Compraventa,V1.42311700,,,30,día(s),25146950,0,No,Cancelado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6918434,MUNICIPIO DE SOACHA..,Cundinamarca,Soacha,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,75,día(s),5000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3422762,MUNICIPIO DE LA ESTRELLA,Antioquia,La Estrella,Territorial,Concurso de méritos abierto,Consultoría,V1.25172700,,,4,Mes(es),185000000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.8290802,MINISTERIO DEL INTERIOR,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,221,día(s),42000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9186596,EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META E.S.E,Meta,Villavicencio,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,2,Mes(es),4200000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8142824,ALCALDÍA DEL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,Bolívar,Cartagena,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,6,Mes(es),11400000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7917448,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,90,día(s),11718000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5747188,INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE DE CUCUTA,Norte de Santander,Cúcuta,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,6,Mes(es),27000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5718062,UNIMAGDALENA,Magdalena,Santa Marta,Territorial,Contratación régimen especial,Prestación de servicios,V1.80161500,,,132,día(s),9380000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.5158529,CORPORACION AGENCIA NACIONAL DE GOBIERNO DIGITAL,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.80101505,,,45,día(s),14110500,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
